Type,cue,name,movie
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Mahari,ct_104_mahari.mp4
CONTEXT,0 - 7000,Mahari,ct_104_mahari.mp4
CONTEXT,0 - 7000,Gotipua,ct_105_gotipua.mp4
CONTEXT,0 - 7000,Gotipua,ct_105_gotipua.mp4
CONTEXT,0 - 7000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,0 - 7000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,0 - 7000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,0 - 7000,Costume & Ornament,ct_307_costu_ex.mp4
CONTEXT,0 - 7000,Mahari,ct_103_mahari.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Odissi Mrudanga,ct_703_percussion.mp4
CONTEXT,0 - 7000,Sthayi & Sanchari Bhava,ct_1806_bhav_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Circularity,ct_401_circula_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,0 - 7000,Mahari,ct_103_mahari.mp4
CONTEXT,0 - 7000,Gotipua,ct_105_gotipua.mp4
